lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Playa Manuel Antonio,"The park itself is beautiful, but the staff behaved terribly.

First, we had to wait in line under the sun while the staff at the bag check and ticket entrance moved like sleepy — or even dying — flies. They were all about “Pura Vida” — fine, but this was just careless.

Then, our 3-year-old wanted to buy a coconut right outside the entrance. We weren’t allowed to enter the park with it — okay, fair enough — but we also weren’t allowed to throw it away in their eco trash bin. I had to leave and walk half a block just to throw away a damn coconut.

And then came the most absurd part: at the beach, our toddler caught a tiny crab and released it. A security guard saw this and tried to kick us out of the park. It was ridiculous and humiliating. We tried to calmly explain ourselves, but the guard called in three more people over the radio — none of whom spoke English — and all four of them started escorting me, my husband, and our small child out of the park. They followed us all the way to the exit.

Honestly, there’s no need to visit this place for the animals — you’ll see sloths, toucans, monkeys, crabs, and iguanas on any Manuel Antonio  beach. And as for spotting anything else — I doubt there’s much more to see inside anyway.

Playa Blanca, located not far from Jacó, is far more beautiful — the water is calmer, the sand is whiter, and the scenery is much more impressive. So no, I absolutely don’t recommend paying to be treated this way.",1.0,parque,google_maps,en,"El parque en sí es hermoso, pero el personal se portó terrible.

Primero, tuvimos que esperar en la fila bajo el sol mientras el personal en el control de equipaje y la entrada de boletos se movía como moscas somnolientas, o incluso moribundas. Todos hablaban de “Pura Vida”; está bien, pero esto fue simplemente un descuido.

Entonces nuestro hijo de 3 años quiso comprar un coco justo delante de la entrada. No se nos permitió entrar al parque con él, está bien, es justo, pero tampoco se nos permitió tirarlo en su contenedor de basura ecológico. Tuve que salir y caminar media cuadra solo para tirar un maldito coco.

Y luego vino la parte más absurda: en la playa, nuestro pequeño atrapó un cangrejo diminuto y lo soltó. Un guardia de seguridad vio esto e intentó echarnos del parque. Fue ridículo y humillante. Intentamos explicarnos con calma, pero el guardia llamó a tres personas más por radio, ninguna de las cuales hablaba inglés, y los cuatro comenzaron a escoltarnos a mí, a mi esposo y a nuestro pequeño hijo fuera del parque. Nos siguieron hasta la salida.

Honestamente, no es necesario visitar este lugar para los animales: verás perezosos, tucanes, monos, cangrejos e iguanas en cualquier playa de Manuel Antonio. Y en cuanto a detectar algo más, dudo que haya mucho más que ver en el interior de todos modos.

Playa Blanca, ubicada no lejos de Jacó, es mucho más hermosa: el agua es más tranquila, la arena es más blanca y el paisaje es mucho más impresionante. Así que no, no recomiendo en absoluto pagar para que me traten de esta manera.",
Playa Manuel Antonio,"Hermosa playa, una experiencia única, una pena que la tengan tan comercializada, y no sea algo más orgánico y natural. Ya se han adueñado de todas las áreas de parqueos, por suerte rentamos un hotel pequeño cerca del área y caminábamos hasta el lugar. Pero donde quiera se acercan a venderte algo, en fin, el humano adueñándose de todas las áreas naturales.",5.0,parque,google_maps,es,"Hermosa playa, una experiencia única, una pena que la tengan tan comercializada, y no sea algo más orgánico y natural. Ya se han adueñado de todas las áreas de parqueos, por suerte rentamos un hotel pequeño cerca del área y caminábamos hasta el lugar. Pero donde quiera se acercan a venderte algo, en fin, el humano adueñándose de todas las áreas naturales.",
Playa Manuel Antonio,Muy linda y limpia. Los atardeceres son de lo mejor que he visto.,5.0,parque,google_maps,es,Muy linda y limpia. Los atardeceres son de lo mejor que he visto.,
Playa Manuel Antonio,This beach is probably one of the best in the world. If you’re lucky enough to be here right when the sun is out then it’s your lucky day. The water is warm and there are jungle leaves floating in it which makes it feel magical. The white sand paired with the stunning jungle create the perfect scene. AND there are capuchin monkeys loitering around.,5.0,parque,google_maps,en,"Esta playa es probablemente una de las mejores del mundo. Si tienes la suerte de estar aquí justo cuando sale el sol, entonces es tu día de suerte. El agua es cálida y hay hojas de la jungla flotando en ella, lo que la hace sentir mágica. La arena blanca combinada con la impresionante jungla crean el escenario perfecto. Y hay monos capuchinos merodeando por ahí.",
Playa Manuel Antonio,"Small but good beach.  Surrounded by parking vendors, be aware about them.",5.0,parque,google_maps,en,"Playa pequeña pero buena.  Rodeado de vendedores de estacionamiento, tenga cuidado con ellos.",
Playa Manuel Antonio,Najlepsza plaża jaka mieliśmy możliwość odwiedzić w Kostaryce. Punkt w którym kończa się wycieczki z przewodnikami. Dużo jaszczurów 😊,5.0,parque,google_maps,pl,La mejor playa que tuvimos la oportunidad de visitar en Costa Rica. El punto donde terminan las visitas guiadas. Muchas lagartijas,😊
Playa Manuel Antonio,"Senderos de muy fácil acceso, Playa muy linda, lleven solo lo necesario ya que no permiten ningún tipo de alimentos. Playa muy tranquila apta para niños",5.0,parque,google_maps,es,"Senderos de muy fácil acceso, Playa muy linda, lleven solo lo necesario ya que no permiten ningún tipo de alimentos. Playa muy tranquila apta para niños",
Playa Manuel Antonio,Playa muy linda y la naturaleza a su alrededor hermosa.,5.0,parque,google_maps,es,Playa muy linda y la naturaleza a su alrededor hermosa.,
Playa Manuel Antonio,Ein sehr schöner Strand im Nationalpark. Man braucht ein Ticket für den Nationalpark um hierher zu kommen und dies sollte man umbedingt vorher kaufen.,5.0,parque,google_maps,de,Una playa muy hermosa en el parque nacional. Necesitas un boleto para el parque nacional para venir aquí y definitivamente debes comprarlo con anticipación.,
Playa Manuel Antonio,"Disfrutamos de un lindo día soleado, la playa muy limpia, nada de rocas, la corriente un poco fuerte. Trata de solo llevar lo necesario en tu mochila ya que los monitos capuchinos suelen abrirlas y llevarse tus cosas, ambiente 100% familiar, fue una experiencia increíble",4.0,parque,google_maps,es,"Disfrutamos de un lindo día soleado, la playa muy limpia, nada de rocas, la corriente un poco fuerte. Trata de solo llevar lo necesario en tu mochila ya que los monitos capuchinos suelen abrirlas y llevarse tus cosas, ambiente 100% familiar, fue una experiencia increíble",
Playa Manuel Antonio,"Beautiful Beach
I loved it",5.0,parque,google_maps,en,"Hermosa playa
me encantó",
Playa Manuel Antonio,The walk to the beach was hot and humid (great anticipation) only to get to the beach and see how amazing the waves looked with a gorgeous view south,5.0,parque,google_maps,en,La caminata hasta la playa fue calurosa y húmeda (gran anticipación) solo para llegar a la playa y ver lo increíbles que se veían las olas con una hermosa vista hacia el sur.,
Playa Manuel Antonio,La mejor playa de costarica 🇨🇷👌🏻,5.0,parque,google_maps,es,La mejor playa de costarica,🇨🇷👌🏻
Playa Manuel Antonio,"The beach is very nice. Please find a booth on the beach called Glen Castro Surfing. He is the hook up for umbrella, chairs, massages, drinks anything you can possibly need during your beach stay. He and his wife provide excellent customer service, we spent three days with them.",5.0,parque,google_maps,en,"La playa es muy bonita. Busque un stand en la playa llamado Glen Castro Surfing. Él es el enlace para sombrillas, sillas, masajes, bebidas y todo lo que pueda necesitar durante su estadía en la playa. Él y su esposa brindan un excelente servicio al cliente, pasamos tres días con ellos.",
Playa Manuel Antonio,"Hermoso lugar, imperdible cuando visitas Costa Rica, los monos abren las bolsas para que tengan cuidado, pero la naturaleza de este lugar es espectacular",5.0,parque,google_maps,es,"Hermoso lugar, imperdible cuando visitas Costa Rica, los monos abren las bolsas para que tengan cuidado, pero la naturaleza de este lugar es espectacular",
Playa Manuel Antonio,"It is good as it's the main beach of Manuel Antonio. The waves are nor big and the water is very warm. Only downside is probably that there are a lot of people, if you want to be more alone you can visit the Gemelas beach but it does have rocks there so if you didn't bring anything for that this is a verg good option.",4.0,parque,google_maps,en,"Es bueno ya que es la playa principal de Manuel Antonio. Las olas no son grandes y el agua está muy cálida. El único inconveniente es probablemente que hay mucha gente, si quieres estar más solo puedes visitar la playa de Gemelas pero tiene rocas allí, así que si no trajiste nada para eso, esta es una muy buena opción.",
Playa Manuel Antonio,Playa Manuel Antonio te ofrece una experiencia única en las playas del Pacífico central aguas tranquilas,5.0,parque,google_maps,es,Playa Manuel Antonio te ofrece una experiencia única en las playas del Pacífico central aguas tranquilas,
Playa Manuel Antonio,good,5.0,parque,google_maps,unknown,good,
Playa Manuel Antonio,Probably one of the best beaches I’ve ever been into in the world (and I’ve been to over 50 countries…)!,5.0,parque,google_maps,en,¡Probablemente una de las mejores playas en las que he estado en el mundo (y he estado en más de 50 países…)!,
Playa Manuel Antonio,It is a nice beach. We went at the end of May and by 11:00 the tide had started to move in and the waves were getting rough. It is important to verify the times of the tide in this region if you plan to go to the beach.,5.0,parque,google_maps,en,Es una bonita playa. Fuimos a finales de mayo y a las 11:00 la marea había empezado a subir y las olas se estaban poniendo fuertes. Es importante verificar los horarios de la marea en esta región si planeas ir a la playa.,
Playa Manuel Antonio,La playa es muy regular y está demasiado gentrificado,3.0,parque,google_maps,es,La playa es muy regular y está demasiado gentrificado,
Playa Manuel Antonio,"Una maravilla natural, lleguen temprano",5.0,parque,google_maps,ca,"Una maravilla natural, lleguen temprano",
Playa Manuel Antonio,Alot of people but the Beach is nice,3.0,parque,google_maps,en,Mucha gente pero la playa es bonita.,
Playa Manuel Antonio,"Un paraíso! Aguas cristalinas, arena blanca y selva tropical. Un destino de ensueño para relajarse y disfrutar de la naturaleza. Actividades al aire libre y paisajes impresionantes. ¡Imprescindible visitarla y sentirse en armonía con la naturaleza!""",5.0,parque,google_maps,es,"Un paraíso! Aguas cristalinas, arena blanca y selva tropical. Un destino de ensueño para relajarse y disfrutar de la naturaleza. Actividades al aire libre y paisajes impresionantes. ¡Imprescindible visitarla y sentirse en armonía con la naturaleza!""",
Playa Manuel Antonio,"Pros: we saw three sloths, several monkeys up close, lizards, parrots, insects and crabs. Without a guide.

Cons: lots of people, bad facilities and terrible and expensive shop/restaurants.

Advice: go early or go late, avoid the crowds. Do not get a guide, we saw everything without a guide and if you walk past a crowd of people just look where they are looking, guides are very friendly and often pointed stuff out to us. Bring your own reusable water bottle. Do not bring food or drinks, they will get taken at the gate. Do not pay for parking, it’s a scam, just park on the street there is plenty of space. Book online do not pay through companies. Bring binoculars.",3.0,parque,google_maps,en,"Ventajas: vimos tres perezosos, varios monos de cerca, lagartos, loros, insectos y cangrejos. Sin guía.

Desventajas: mucha gente, malas instalaciones y tiendas/restaurantes terribles y caros.

Consejo: ve temprano o ve tarde, evita las aglomeraciones. No consigas una guía, vimos todo sin una guía y si pasas junto a una multitud de personas simplemente mira hacia donde miran, los guías son muy amables y a menudo nos señalan cosas. Trae tu propia botella de agua reutilizable. No traigas comida ni bebida, te la quitarán en la puerta. No pagues por aparcar, es una estafa, simplemente aparca en la calle que hay mucho espacio. Reserva online no pagues a través de empresas. Trae binoculares.",
Playa Manuel Antonio,Toller Nationalpark. Hielten uns etwa 3 Stunden im Park auf ohne einen Guide zu nutzen. Wir konnten viele Affen und weitere Tiere sehen. Definitiv ein Besuch wert.,5.0,parque,google_maps,de,Gran parque nacional. Pasamos unas 3 horas en el parque sin necesidad de guía. Pudimos ver muchos monos y otros animales. Definitivamente vale la pena una visita.,
